Name,Title,Description,Type,Priority,Status,Creation_Date,Estimation_Date,Story_Point
"Atlassian Bamboo ","Going directly to Bamboo's configureGlobalPermissions.action erases all permissions","Create a user and give them access to use restricted admin in Bamboo. As that user go directly to the path:    /builds/build/admin/configureGlobalPermissions.action    If you refresh the page or go to the view page, you won't have any permissions to do that because they will have been erased.  Effect: Data loss (in the form of who can do what), DoS (people can't use Bamboo), support costs (fixing it will be a PITA for our supporters).    This was first picked up in OnDemand, but I think it is a bamboo + webwork problem. <USER>Moore was able to reproduce this on a bamboo 4 standalone instance.",Bug,Medium,Closed,"2012-05-28 03:08:29","2012-05-28 02:08:29",2
"Atlassian Bamboo ","Make HipChat plugin work for change in responsibilities notification type","And possibly make it more extensible in general so we dont have to edit the plugin for every notification type? i.e could it just use the IM content? - Maybe if we only send html IMs",Suggestion,,Closed,"2012-05-28 02:55:17","2012-05-28 01:55:17",1
"Atlassian Bamboo ","Keyboard shortcut for create issue","Pressing C then I on a result summary should show the create issue for build dialog",Suggestion,,Closed,"2012-05-28 02:46:14","2012-05-28 01:46:14",1
"Atlassian Bamboo ","Add Linked JIRA Issue should be shown in dialog","* Add to Actions menu  * Under Create Issue  * Group Create and Link issue together  * remove the ability to set a type",Suggestion,,Closed,"2012-05-28 02:44:49","2012-05-28 01:44:49",1
"Atlassian Bamboo ","Add Linked JIRA Issue should be shown in dialog","* Add to Actions menu  * Under Create Issue  * Group Create and Link issue together  * remove the ability to set a type",Suggestion,,Closed,"2012-05-28 02:44:49","2012-05-28 01:44:49",1
"Atlassian Bamboo ","Notification when responsibility is manually changed","* Add notification for when the responsibility changes * only fire when humans make the change (not when Bamboo assigns responsibility) * Name Change in Responsibilities * Should have the failure colouring and status * Check the IM text * Remove the notifications enabled/disabled for Responsibilities out of the admin and the build admin.  You have been made responsible for this build X has been made responsible for this build / X has been made not responsible for this build",Suggestion,,Closed,"2012-05-28 02:43:56","2012-05-28 01:43:56",2
"Atlassian Bamboo ","Show X lines of logs on the error log summary if no error log summary has been set",,Suggestion,,Closed,"2012-05-27 04:41:11","2012-05-27 03:41:11",1
"Atlassian Bamboo ","Some reponsibility not being shown on the Wallboard","http://tardigrade.sydney.atlassian.com:8085/bamboo/browse/BDT-PGQSL-573 has Przemek as responsible but the Wallboard doesn't show him.    Needs to investigate.",Bug,Medium,Closed,"2012-05-25 04:58:05","2012-05-25 03:58:05",2
"Atlassian Bamboo ","Create reciprocal link from JIRA to Bamboo when manually linking result to issue","* Creating a manual link is done from the issues tab  * Instead of Created from use Linked from",Suggestion,,Closed,"2012-05-25 04:55:50","2012-05-25 03:55:50",1
"Atlassian Bamboo ","Create reciprocal link from JIRA to Bamboo when manually linking result to issue","* Creating a manual link is done from the issues tab  * Instead of Created from use Linked from",Suggestion,,Closed,"2012-05-25 04:55:48","2012-05-25 03:55:48",1
"Atlassian Bamboo ","ViewAgent action slow when there's a lot of data","ViewAgent action slow when there's a lot of data (either in Offline Remote Agents or in Elastic Agent History). Most probably missing DB index.  ",Bug,Low,Closed,"2012-05-25 03:53:23","2012-05-25 02:53:23",3
"Atlassian Bamboo ","Database deadlock in MySQL","From http://tardigrade.sydney.atlassian.com:8085/bamboo/browse/BDT-MYSQL-578/artifact/JOB1/Bamboo-Log/output.log    But it could be related to what BEAC and JBACV sees occasionaly as well    ",Bug,Medium,Closed,"2012-05-25 03:51:57","2012-05-25 02:51:57",5
"Atlassian Bamboo ","Bamboo sometimes kills processes not belonging to it on Windows",,Bug,Medium,Closed,"2012-05-25 03:41:58","2012-05-25 02:41:58",5
"Atlassian Bamboo ","Bamboo artifacts don't get collected if they are located into directories","    However, the artifact didn't get published.",Bug,Medium,Closed,"2012-05-25 03:41:08","2012-05-25 02:41:08",1
"Atlassian Bamboo ","Rewrite JIRA issue details retrieval to use REST api not RSS.","[roots|https://atlaseye.atlassian.com/cru/CR-BAM-4183#CFR-219552]    Currently we use RSS to retrieve details of an issue (their status, icon, etc) - the details visibile on Issue summary tab/panel. It just seems wrong, so we should rewrite it to use REST properly.",Suggestion,,Closed,"2012-05-25 03:38:44","2012-05-25 02:38:44",3
"Atlassian Bamboo ","JIRA login screen displayed in dialog looks weird","I've created a reciprocal application link, clicked configure and got this.",Bug,Low,Closed,"2012-05-25 03:34:20","2012-05-25 02:34:20",2
"Atlassian Bamboo ","User can claim all responsibility for a build failure",,Suggestion,,Closed,"2012-03-20 05:53:08","2012-03-20 05:53:08",0.5
"Atlassian Bamboo ","Make all committers automatically responsible when build fails","Make all committers to a failing build responsible for the failure",Suggestion,,Closed,"2012-03-20 05:25:15","2012-03-20 05:25:15",1
"Atlassian Bamboo ","Improve AMI customisation process and documentation ","We need to run through the entire customisation process for both Linux and Windows and update the documentation to reflect the process.    If we can write any scripts (and host them on bitbucket) that can improve EC2 customisation, we should do this.    Currently its difficult to find out what version of bamboo-elastic-image you need - is it safe to always use the latest? How can the customer find this out?    Please try the process out using the Ubuntu LTS to see if we can shake out any problems we do not see on CENTOS/Fedora",Suggestion,,Closed,"2012-03-16 01:16:25","2012-03-16 01:16:25",3
"Atlassian Bamboo ","Import/Export for ActiveObjects","* time box this to 2 days  * This is apparently straight forward to hookup according to <USER>and Adrian  * Backs up rows to xml  ",Suggestion,,Closed,"2012-03-09 00:59:05","2012-03-09 00:59:05",3
"Atlassian Bamboo ","Created issue should be linked in Bamboo","Issue created should show up in the Related Issues of a result.",Suggestion,,Closed,"2012-03-09 00:44:32","2012-03-09 00:44:32",2
"Atlassian Bamboo ","HipChat build notifications",,Suggestion,,Closed,"2012-03-09 00:39:53","2012-03-09 00:39:53",3
"Atlassian Bamboo ","mvn:deploy a final version of all EC2 images on prod account before release",,Suggestion,,Closed,"2012-03-08 10:20:52","2012-03-08 10:20:52",1
"Atlassian Bamboo ","Run menu in configuration confusing","You can't tell if its going to run your branch or your plan.  I have clicked on it incorrectly a couple of times now",Bug,Low,Closed,"2012-03-06 02:56:58","2012-03-06 02:56:58",1
"Atlassian Bamboo ","When a plan uses 2 repositories and you clone the plan and change one repository the other will often error out","See  https://jira.bamboo.atlassian.com/browse/J50SHIPIT-ODAT-8  or  https://jira.bamboo.atlassian.com/browse/J50SHIPIT-DTU-6  as an example of the error.",Bug,Medium,Closed,"2012-03-05 22:54:39","2012-03-05 22:54:39",2
"Atlassian Bamboo ","Git revision not shown for plan","Bamboo fails to show the Git revision:    !bamboo rev.png!    This is on 4.0-m2 build 2903",Bug,High,Closed,"2012-03-05 22:30:11","2012-03-05 22:30:11",2
"Atlassian Bamboo ","Change Complete Branch Listing into View all Branches in the Branches drop-down. ",,Suggestion,,Closed,"2012-03-05 04:53:57","2012-03-05 04:53:57",0
"Atlassian Bamboo ","Merge Strategy default should be labeled default",,Suggestion,,Closed,"2012-03-05 04:53:19","2012-03-05 04:53:19",0.5
"Atlassian Bamboo ","Rename Integration Strategy to Merge Strategy",,Suggestion,,Closed,"2012-03-05 04:53:06","2012-03-05 04:53:06",0.5
"Atlassian Bamboo ","Integration Strategy UI is broken for longer field names",,Suggestion,,Closed,"2012-03-05 04:52:51","2012-03-05 04:52:51",1
"Atlassian Bamboo ","Disable buttons when creating branch.",,Suggestion,,Closed,"2012-03-05 04:50:05","2012-03-05 04:50:05",1
"Atlassian Bamboo ","Show X out of Y branches on Branch Creation dialog",,Suggestion,,Closed,"2012-03-05 04:49:51","2012-03-05 04:49:51",1
"Atlassian Bamboo ","Bamboo Git Plugin (native mode) shouldn't hang when using ssh protocol on windows.","Steps to reproduce:  1) grab a windows machine  2) install there minimal git: [http://code.google.com/p/msysgit/]  3) grab Bamboo 3.4.3 (I think this error will still occur on newer versions too)  4) set up a Plan that uses Git as repository and uses ssh:// protocol, for example:  4.1) url = ssh://<EMAIL>/atlassian/bamboo-git-plugin.git  (use SSH keyfile as authentication type - set up your github account accordingly)  5) use the windows machine from point (1) as a remote agent, connect to bamboo  6) in bamboo administration - set up the remote agent to use Git capability (so it will use native-git checkout instead of jgit checkout)  7) run the plan  8a) observed behavior is that the build hangs at code checkout (possibly to localhost proxy-SSH fingerprint host key checking)  8b) while expected behavior is that the build will... build.    from: [BSP-6565|https://support.atlassian.com/browse/BSP-6565]  and: [https://answers.atlassian.com/questions/39371/ssh-port-on-git-repository-polling]",Bug,Medium,Closed,"2012-03-02 17:31:10","2012-03-02 17:31:10",3
"Atlassian Bamboo ","Gatekeeper is one word",,Suggestion,,Closed,"2012-03-02 05:02:11","2012-03-02 05:02:11",0
"Atlassian Bamboo ","Validate that Task plugins without a view template do not make the Task unusable","We are no longer displaying the 'view' template for a Task. Check that its possible to create a Task without a view template (e.g. we do not validate that you need a 'view' template).",Suggestion,,Closed,"2012-02-27 00:16:29","2012-02-27 00:16:29",1
"Atlassian Bamboo ","Prettier handling of integration errors","The attached example is a short error, so it's almost readable. When we have merge conflicts, it's much worse.",Suggestion,,Closed,"2012-02-22 16:26:25","2012-02-22 16:26:25",2
"Atlassian Bamboo ","Author and Committer have to be made configurable (at least for Git)","Otherwise merges and commits won't work.",Bug,Medium,Closed,"2012-02-20 21:11:32","2012-02-20 21:11:32",2
"Atlassian Bamboo ","User reported as code updater not consistent in Bamboo e-mail notifications","Jared didn't change the code in Bonfire / for this BON BON BON build on JBAC.    https://jira.bamboo.atlassian.com/browse/BON-BON-BON2DAC-409",Bug,Low,Closed,"2012-02-20 04:00:22","2012-02-20 04:00:22",2
"Atlassian Bamboo ","Shallow clones should be disabled when integration is enabled","Merging won't work with shallow clones. We need to make sure that user is notified, agrees to disable it, cannot enable etc.  Just disabling the shallow clones should work, but needs to be tested.",Suggestion,,Closed,"2012-02-17 13:46:17","2012-02-17 13:46:17",3
"Atlassian Bamboo ","Include SSH example in shipped jetty.xml","Currently, user is unable to startup Bamboo server  with jetty.xml due to the default setting being ship with Bamboo installation:       Where the above tag should be:      It will be great if we could change the above tag in the installation distribution before distribute to user.    Lastly, it would be great if the default jetty.xml comes with SSL configuration as mentioned in the following documentation:  * http://confluence.atlassian.com/display/BAMBOO/Running+Bamboo+over+HTTPS  ",Bug,Low,Closed,"2012-02-15 08:32:09","2012-02-15 08:32:09",1
"Atlassian Bamboo ","NPE in Branch detection when timeout occurs",,Bug,Low,Closed,"2012-02-13 23:09:37","2012-02-13 23:09:37",1
"Atlassian Bamboo ","Branch variables page should have the key be a select list with optgroups for global vs plan",!https://extranet.atlassian.com/download/attachments/1964972659/branch_variables_add.png?version=1&modificationDate=1329107925466!,Suggestion,,Closed,"2012-02-13 04:39:08","2012-02-13 04:39:08",2
"Atlassian Bamboo ","Detect Branches should show dialog where user can pick branches to create",,Suggestion,,Closed,"2012-02-13 00:07:11","2012-02-13 00:07:11",5
"Atlassian Bamboo ","Tab label is wrong for Build Summary",,Suggestion,,Closed,"2012-02-09 19:59:55","2012-02-09 19:59:55",0.5
"Atlassian Bamboo ","Dependencies for Plan Branches","Branches will trigger off dependencies of the child plan, iff the child plan has a branch name that exactly matches the branch. Configuration for this will be enabled in the Plan level's Branch configuration",Suggestion,,Closed,"2012-02-07 01:38:02","2012-02-07 01:38:02",3
"Atlassian Bamboo ","Allow Bamboo to ignore commits with certain commit messages","This is a useful feature, but it's infrastructure to allow us to ignore merge commits by Bamboo.",Suggestion,,Closed,"2012-01-24 05:35:17","2012-01-24 05:35:17",3
"Atlassian Bamboo ","Bamboo executes all tries, even if no new code is commited during the Quiet Period in Subversion","If no new commits are done during the Quite Period, Bamboo should not run one more try. However, even if no code is committed, Bamboo is always waiting the maximum number of tries:  ",Bug,Medium,Closed,"2012-01-20 09:14:43","2012-01-20 09:14:43",2
"Atlassian Bamboo ","NPE in bamboo sandbox plugin","java.lang.NullPointerException   at com.atlassian.sandbox.bamboo.SandboxContext.isEnabled(SandboxContext.java:151)   at com.atlassian.sandbox.bamboo.actions.SandboxPreChainAction.execute(SandboxPreChainAction.java:21)   at com.atlassian.bamboo.chains.ChainPluginSupportImpl$1.run(ChainPluginSupportImpl.java:83)   at com.atlassian.bamboo.variable.CustomVariableContextRunnerImpl.execute(CustomVariableContextRunnerImpl.java:27)   at com.atlassian.bamboo.chains.ChainPluginSupportImpl.chainStarted(ChainPluginSupportImpl.java:71)   at com.atlassian.bamboo.chains.ChainExecutionManagerImpl.start(ChainExecutionManagerImpl.java:133)   at sun.reflect.GeneratedMethodAccessor264.invoke(Unknown Source)   at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)   at java.lang.reflect.Method.invoke(Method.java:597)   at org.springframework.aop.support.AopUtils.invokeJoinpointUsingReflection(AopUtils.java:304)   at org.springframework.aop.framework.ReflectiveMethodInvocation.invokeJoinpoint(ReflectiveMethodInvocation.java:182)   at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:149)   at org.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke(ExposeInvocationInterceptor.java:89)   at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)   at org.springframework.aop.framework.JdkDynamicAopProxy.invoke(JdkDynamicAopProxy.java:204)   at $Proxy73.start(Unknown Source)   at sun.reflect.GeneratedMethodAccessor264.invoke(Unknown Source)   at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)   at java.lang.reflect.Method.invoke(Method.java:597)   at org.springframework.aop.support.AopUtils.invokeJoinpointUsingReflection(AopUtils.java:304)   at org.springframework.aop.framework.JdkDynamicAopProxy.invoke(JdkDynamicAopProxy.java:198)   at $Proxy74.start(Unknown Source)   at com.atlassian.bamboo.plan.PlanExecutionManagerImpl.startWithLockTaken(PlanExecutionManagerImpl.java:249)   at com.atlassian.bamboo.plan.PlanExecutionManagerImpl.access$100(PlanExecutionManagerImpl.java:40)   at com.atlassian.bamboo.plan.PlanExecutionManagerImpl$1.call(PlanExecutionManagerImpl.java:236)   at com.atlassian.bamboo.plan.PlanExecutionManagerImpl$1.call(PlanExecutionManagerImpl.java:230)   at com.atlassian.util.concurrent.ManagedLocks$ManagedLockImpl.withLock(ManagedLocks.java:324)   at com.atlassian.bamboo.plan.PlanExecutionLockServiceImpl.lock(PlanExecutionLockServiceImpl.java:68)   at com.atlassian.bamboo.plan.PlanExecutionManagerImpl.doWithProcessLock(PlanExecutionManagerImpl.java:360)   at com.atlassian.bamboo.plan.PlanExecutionManagerImpl.start(PlanExecutionManagerImpl.java:229)   at com.atlassian.bamboo.v2.trigger.ChangeDetectionListener.handleEvent(ChangeDetectionListener.java:47)   at sun.reflect.GeneratedMethodAccessor231.invoke(Unknown Source)   at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)   at java.lang.reflect.Method.invoke(Method.java:597)   at com.atlassian.event.internal.SingleParameterMethodListenerInvoker.invoke(SingleParameterMethodListenerInvoker.java:36)   at com.atlassian.event.internal.AsynchronousAbleEventDispatcher$2.run(AsynchronousAbleEventDispatcher.java:60)   at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:886)   at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:908)   at com.atlassian.bamboo.build.pipeline.concurrent.NamedThreadFactory$2.run(NamedThreadFactory.java:50)   at java.lang.Thread.run(Thread.java:680)",Bug,Low,Closed,"2012-01-18 12:59:54","2012-01-18 12:59:54",1
"Atlassian Bamboo ","Html email show as text after gmail rewrites email","In any circumstance where gmail actually rewrites the email content e.g. to distribute to group members.  It will rewrite the mulipart parts in an incorrect order, resulting in the html part being first instead of last.     We have tracked this down to a superfluous part which atlassian-mail adds to the top of the emails.  When removed the emails get rewriten correctly.    ",Bug,Low,Closed,"2012-01-18 00:08:20","2012-01-18 00:08:20",2
"Atlassian Bamboo ","Validation for when the default repository is changed on a Plan with Plan Branches","What happens to the branches when the repository changes to a repository that does not contain the same branches or does not support Plan Branches at all?    We need PM input for this.",Suggestion,,Closed,"2012-01-13 03:32:36","2012-01-13 03:32:36",2
"Atlassian Bamboo ","Bamboo page constantly refreshes","Note: this actually affects {{3.4-rc2}} on CBAC.    https://confluence-bamboo.atlassian.com/browse/CONFREL-CONFRELSTABLESTUDIO-22    It only kept refreshing the page while the build was scheduled to run and had no log output.",Bug,Low,Closed,"2012-01-09 06:11:56","2012-01-09 06:11:56",1
"Atlassian Bamboo ","Remote triggering for branches","Triggering the Master plan should also trigger the relevent child plans",Suggestion,,Closed,"2011-12-21 22:07:48","2011-12-21 22:07:48",1
"Atlassian Bamboo ","Functional test TestReportingTest tests are not being run and must be updated for the new source repository code","As above, TestReportingTest is not being run in the CI tests. It still uses all the old source repo code so must be updated before it is re-included.",Suggestion,,Closed,"2011-12-13 06:53:06","2011-12-13 06:53:06",2
"Atlassian Bamboo ","Random config changes to master dont cause branch to blow up",,Suggestion,,Closed,"2011-12-13 03:25:52","2011-12-13 03:25:52",3
"Atlassian Bamboo ","SAL Plugin","Should branches be considered a Project",Suggestion,,Closed,"2011-12-13 03:24:56","2011-12-13 03:24:56",1
"Atlassian Bamboo ","Build Process plugin points",,Suggestion,,Closed,"2011-12-13 03:21:13","2011-12-13 03:21:13",2
"Atlassian Bamboo ","Event Listeners",,Suggestion,,Closed,"2011-12-13 03:20:35","2011-12-13 03:20:35",2
"Atlassian Bamboo ","Global Admin Re-Design","Chrome and navigation bar changes  ",Suggestion,,Closed,"2011-12-06 06:20:23","2011-12-06 06:20:23",4
"Atlassian Bamboo ","Update Status Ribbon for new UI",,Suggestion,,Closed,"2011-12-06 06:20:14","2011-12-06 06:20:14",1
"Atlassian Bamboo ","New Plan Statistics component",,Suggestion,,Closed,"2011-12-06 06:20:04","2011-12-06 06:20:04",1
"Atlassian Bamboo ","Non-Tabbed content re-design",,Suggestion,,Closed,"2011-12-06 06:19:43","2011-12-06 06:19:43",2
"Atlassian Bamboo ","New Branch List Component","Needs to work on:    * Plan Summary  * Plan Configuration (sidebar)  * Branch Selector Drop-down ",Suggestion,,Closed,"2011-12-06 06:19:36","2011-12-06 06:19:36",3
"Atlassian Bamboo ","New Navigation Sidebar Layout","New layout for the sidebar  ",Suggestion,,Closed,"2011-12-06 06:19:18","2011-12-06 06:19:18",2
"Atlassian Bamboo ","New Plan Navigator","Stages and Job list only  ",Suggestion,,Closed,"2011-12-06 06:19:08","2011-12-06 06:19:08",1
"Atlassian Bamboo ","Tabbed content re-design",,Suggestion,,Closed,"2011-12-06 06:18:57","2011-12-06 06:18:57",4
"Atlassian Bamboo ","Update breadcrumbs ",,Suggestion,,Closed,"2011-12-06 06:18:39","2011-12-06 06:18:39",2
"Atlassian Bamboo ","User can override Plan Branch Build Strategy",,Suggestion,,Closed,"2011-12-06 02:53:57","2011-12-06 02:53:57",2
"Atlassian Bamboo ","CSS images do not load after base url changes",,Bug,Medium,Closed,"2011-11-24 03:25:30","2011-11-24 03:25:30",2
"Atlassian Bamboo ","Failed build email should include build errors iff only one Job failed and no tests failed","We should show the Build Errors iff only one Job failed, like the UI    At the moment one has to click through to determine why the build failed.",Suggestion,,Closed,"2011-11-17 01:21:50","2011-11-17 01:21:50",1
"Atlassian Bamboo ","Validate and properly used repository name on Plan create wizard",,Suggestion,,Closed,"2011-11-14 20:25:43","2011-11-14 20:25:43",1
"Atlassian Bamboo ","HelpPathResolver shouldn't throw an NPE when called with a null argument","During BAM-10121, I noticed:    HelpPathResolverTest#helpPathResolverAcceptsNullKey fails with an NPE.    To reproduce:  * In CtkIntegrationTest, remove 'excludes'  * Execute it.    When this issue is resolved, you need to remove the exclusion from the Ctk test.",Bug,Low,Closed,"2011-11-14 00:02:09","2011-11-14 00:02:09",1
"Atlassian Bamboo ","Make Git a StandaloneRepository","Should be just replace 'extends AbstractRepository' with extents 'AbstractStandaloneRepository'",Suggestion,,Closed,"2011-11-04 10:30:04","2011-11-04 10:30:04",0
"Atlassian Bamboo ","Merge and add Functional test for Agent Authentication",,Suggestion,,Closed,"2011-11-03 00:16:58","2011-11-03 00:16:58",2
"Atlassian Bamboo ","An administrator should be able to revoke approved keys",,Suggestion,,Closed,"2011-11-02 23:53:11","2011-11-02 23:53:11",0.5
"Atlassian Bamboo ","An administrator should be able to auto accept connected agents that are connected when the agent auth is enabled",,Suggestion,,Closed,"2011-11-02 23:35:26","2011-11-02 23:35:26",1
"Atlassian Bamboo ","Can't access artifacts due to permission error",,Bug,Low,Closed,"2011-11-02 20:00:45","2011-11-02 20:00:45",2
"Atlassian Bamboo ","Repository Isolation not available via the UI in Bamboo 3.3","Followed documentation to configure repository isolation:  http://confluence.atlassian.com/display/BAMBOO/Configuring+Repository+Isolation+for+Maven+Executables    but it doesn't seem to be present for Maven 2/3 builder",Bug,Low,Closed,"2011-11-02 15:24:10","2011-11-02 15:24:10",1
"Atlassian Bamboo ","An administrator should be provided a way to approve all connected agents","* Should have a confirm screen so the admin can review the agents about to be approved",Suggestion,,Closed,"2011-11-02 05:10:24","2011-11-02 05:10:24",0.5
"Atlassian Bamboo ","An administrator should be given the appropriate directions in the Agent log to approve the agent if it is not approved",,Suggestion,,Closed,"2011-11-02 05:06:53","2011-11-02 05:06:53",1
"Atlassian Bamboo ","An administrator should be able to provide a wild card mask to validate an agents IP address",,Suggestion,,Closed,"2011-11-02 05:06:28","2011-11-02 05:06:28",1
"Atlassian Bamboo ","An administrator must be able to approve an agent when it connects for the first time",,Suggestion,,Closed,"2011-11-02 05:06:17","2011-11-02 05:06:17",3
"Atlassian Bamboo ","An administrator should be able to enable or disable Agent Authentication",,Suggestion,,Closed,"2011-11-02 05:06:06","2011-11-02 05:06:06",2
"Atlassian Bamboo ","Newer Bamboo versions are not shipping the svnkit for the jsvn script.","Bamboo 3.3.X versions are not being shipped with all the svnkit necessary for the jsvn app.    Currently, only svnkit-cli-1.2.1.5297.jar is available at /scripts/lib. However, svnkit-1.2.1.5297.jar is also necessary.    Since the svnkit lib is missing, the following exception is reported when running jsvn:  ",Bug,Low,Closed,"2011-11-02 00:48:15","2011-11-02 00:48:15",1
